Date,New Cars Sold,Used Cars Sold,Value of New Cars Sold,Value of Used Cars Sold,Cars Sold,Monthly Change in Cars Sold,Monthly Change in Cars Sold (%),Total Value of Cars Sold,Monthly Change in Value of Cars Sold,Monthly Change in Value of Cars Sold (%),Monthly Change in Number of New Cars Sold,Monthly Change in Number of New Cars Sold (%),Monthly Change in Value of New Cars Sold,Monthly Change in Value of New Cars Sold (%),Monthly Change in Number of Used Cars Sold,Monthly Change in Number of Used Cars Sold (%),Monthly Change in Value of Used Cars Sold,Monthly Change in Value of Used Cars Sold (%)
2017-01-01,26205,56234,926735097,655654762,82439,-979.0,-1.1736076146634966,1582389859,83191584.0,5.549071486224855,824.0,3.2465229896379233,68890241.0,8.030617718129673,-1803.0,-3.1066388683081536,14301343.0,2.2298693008136805
2017-02-01,28827,56583,1000285431,674078790,85410,2971.0,3.6038768058807014,1674364221,91974362.0,5.812370540476275,2622.0,10.005724098454483,73550334.0,7.936500326586859,349.0,0.620620976633357,18424028.0,2.810019703631772
2017-03-01,22413,55989,776222008,592255229,78402,-7008.0,-8.20512820512821,1368477237,-305886984.0,-18.268843789394374,-6414.0,-22.249973982724526,-224063423.0,-22.399948660253955,-594.0,-1.0497852711945255,-81823561.0,-12.138575225011905
2017-04-01,27838,72717,926703144,744746293,100555,22153.0,28.25565674345043,1671449437,302972200.0,22.139367159966874,5425.0,24.204702627939145,150481136.0,19.386352673473795,16728.0,29.87729732626052,152491064.0,25.74752514342089
2017-05-01,26135,62740,867722291,654981615,88875,-11680.0,-11.615533787479492,1522703906,-148745531.0,-8.899194178854486,-1703.0,-6.117537179395072,-58980853.0,-6.364589715905833,-9977.0,-13.720312994210438,-89764678.0,-12.053054690397769
2017-06-01,28931,68296,937804113,718689038,97227,8352.0,9.397468354430384,1656493151,133789245.0,8.786294201572776,2796.0,10.698297302467964,70081822.0,8.076526640710679,5556.0,8.85559451705451,63707423.0,9.726597135096693
2017-07-01,31835,67827,1019153457,720739448,99662,2435.0,2.504448352823796,1739892905,83399754.0,5.034717707685821,2904.0,10.03767584943487,81349344.0,8.67444947962177,-469.0,-0.6867166451915208,2050410.0,0.28529863286992363
2017-08-01,28331,62372,906844054,657619227,90703,-8959.0,-8.98938411831992,1564463281,-175429624.0,-10.082782882547592,-3504.0,-11.00675357311136,-112309403.0,-11.01987166197681,-5455.0,-8.042519940436698,-63120221.0,-8.757703102716807
2017-09-01,29644,69737,999821400,751224882,99381,8678.0,9.567489498693549,1751046282,186583001.0,11.92632663648947,1313.0,4.634499311708029,92977346.0,10.252848391064152,7365.0,11.808183159109852,93605655.0,14.234020411328396
2017-10-01,28175,59925,955788877,643188965,88100,-11281.0,-11.351264326179045,1598977842,-152068440.0,-8.68443293379495,-1469.0,-4.955471596275807,-44032523.0,-4.404038861340631,-9812.0,-14.070005879231973,-108035917.0,-14.381301736488538
2017-11-01,27886,63917,967866431,696489631,91803,3703.0,4.2031782065834244,1664356062,65378220.0,4.088750843365352,-289.0,-1.0257320319432162,12077554.0,1.2636215267443518,3992.0,6.661660408844394,53300666.0,8.286937261120464
2017-12-01,24970,57147,861135057,641563065,82117,-9686.0,-10.550853457947994,1502698122,-161657940.0,-9.712942061552688,-2916.0,-10.456860073154983,-106731374.0,-11.027490011170771,-6770.0,-10.591861320149565,-54926566.0,-7.886200103386754
2018-01-01,24944,51261,868882914,578032505,76205,-5912.0,-7.1994836635532184,1446915419,-55782703.0,-3.71216960900681,-26.0,-0.10412494993993215,7747857.0,0.8997261157839498,-5886.0,-10.299753267888079,-63530560.0,-9.902465317263864
2018-02-01,28607,55276,1020767142,652390067,83883,7678.0,10.075454366511384,1673157209,226241790.0,15.636144796657248,3663.0,14.684894162924955,151884228.0,17.480402198356494,4015.0,7.832465226975671,74357562.0,12.863906675974901
2018-03-01,21448,54539,738782711,584178507,75987,-7896.0,-9.413111119058692,1322961218,-350195991.0,-20.93025025480436,-7159.0,-25.025343447407977,-281984431.0,-27.62475587208899,-737.0,-1.3333092119545586,-68211560.0,-10.455640490308083
2018-04-01,26914,67288,894044008,707459045,94202,18215.0,23.97120560095807,1601503053,278541835.0,21.054421793337852,5466.0,25.48489369638194,155261297.0,21.015827074491455,12749.0,23.375932818716883,123280538.0,21.103230694517826
2018-05-01,26729,66047,912292887,700677043,92776,-1426.0,-1.5137682851744105,1612969930,11466877.0,0.7160071895286002,-185.0,-0.6873746005796266,18248879.0,2.041161155011073,-1241.0,-1.8443110212816527,-6782002.0,-0.9586423479821415
2018-06-01,30967,67515,974812847,727531733,98482,5706.0,6.150297490730372,1702344580,89374650.0,5.540999143114833,4238.0,15.855437913876314,62519960.0,6.853057925902695,1468.0,2.2226596211788685,26854690.0,3.8326773038002804
2018-07-01,31779,64600,1051832066,729899558,96379,-2103.0,-2.1354156089437693,1781731624,79387044.0,4.66339452850375,812.0,2.622146155584981,77019219.0,7.900923673403337,-2915.0,-4.317559060949416,2367825.0,0.3254600304836375
2018-08-01,30342,67117,1022752575,759245612,97459,1080.0,1.1205760591000091,1781998187,266563.0,0.014960895143212305,-1437.0,-4.521854054564334,-29079491.0,-2.764651500936466,2517.0,3.8962848297213526,29346054.0,4.020560593352207
2018-09-01,30188,69867,1064196448,785536949,100055,2596.0,2.663684215926687,1849733397,67735210.0,3.801081869450851,-154.0,-0.5075472941796888,41443873.0,4.0521895532748875,2750.0,4.097322585932028,26291337.0,3.4628237008500484
2018-10-01,27180,58483,936629687,672015932,85663,-14392.0,-14.384088751186852,1608645619,-241087778.0,-13.033650059571256,-3008.0,-9.964224195044391,-127566761.0,-11.987144031512498,-11384.0,-16.29381539210214,-113521017.0,-14.451391133735203
2018-11-01,28879,66603,1009595823,769511706,95482,9819.0,11.462358311056109,1779107529,170461910.0,10.596610464520207,1699.0,6.250919793966148,72966136.0,7.790286493449572,8120.0,13.88437665646427,97495774.0,14.507955742930223
2018-12-01,24846,57480,877595733,678286668,82326,-13156.0,-13.778513227624057,1555882401,-223225128.0,-12.547028460133058,-4033.0,-13.96516499878805,-132000090.0,-13.074547952047144,-9123.0,-13.69758119003649,-91225038.0,-11.854925310259024
2019-01-01,26350,53781,953848511,637432990,80131,-2195.0,-2.666229380754559,1591281501,35399100.0,2.275178379628695,1504.0,6.053288255654832,76252778.0,8.688827341871308,-3699.0,-6.435281837160756,-40853678.0,-6.023069585085816
2019-02-01,31090,58907,1132044244,728500177,89997,9866.0,12.312338545631519,1860544421,269262920.0,16.92113682153589,4740.0,17.988614800759017,178195733.0,18.68176455118458,5126.0,9.53124709469888,91067187.0,14.286550653740093
2019-03-01,21694,52578,763740318,611220842,74272,-15725.0,-17.47280464904386,1374961160,-485583261.0,-26.098987775793614,-9396.0,-30.221936313927312,-368303926.0,-32.53441090770654,-6329.0,-10.744054187108498,-117279335.0,-16.098738024054036
2019-04-01,26485,67022,912994576,726850233,93507,19235.0,25.89805040930633,1639844809,264883649.0,19.264809560147867,4791.0,22.084447312621002,149254258.0,19.54254011243648,14444.0,27.471566054243212,115629391.0,18.917776203711334
2019-05-01,30044,70469,1031766223,789665397,100513,7006.0,7.492487193472153,1821431620,181586811.0,11.073414386739078,3559.0,13.437794978289608,118771647.0,13.009020001012583,3447.0,5.143087344454056,62815164.0,8.642105505110287
2019-06-01,29396,69242,998392416,803918059,98638,-1875.0,-1.8654303423437768,1802310475,-19121145.0,-1.0497865958865926,-648.0,-2.156836639595261,-33373807.0,-3.2346287614418268,-1227.0,-1.741191162071265,14252662.0,1.8048988918783815
2019-07-01,29142,63122,1023455424,745753203,92264,-6374.0,-6.462012611772339,1769208627,-33101848.0,-1.8366340571815187,-254.0,-0.8640631378418862,25063008.0,2.510336376593636,-6120.0,-8.838566188151697,-58164856.0,-7.2351722105051035
2019-08-01,30821,68577,1101287239,825296531,99398,7134.0,7.732159889014123,1926583770,157375143.0,8.895228103587582,1679.0,5.761443964038149,77831815.0,7.604807515290468,5455.0,8.641994867082792,79543328.0,10.66617316291969
2019-09-01,28399,67159,1012102960,793732403,95558,-3840.0,-3.8632568059719485,1805835363,-120748407.0,-6.26748802103736,-2422.0,-7.8582784465137445,-89184279.0,-8.098185091201259,-1418.0,-2.067748662087876,-31564128.0,-3.8245802344224367
2019-10-01,29591,62846,1068228890,744093843,92437,-3121.0,-3.266079239833397,1812322733,6487370.0,0.35924482003844016,1192.0,4.197330891932816,56125930.0,5.545476321895149,-4313.0,-6.422072990961746,-49638560.0,-6.253815494036219
2019-11-01,28967,66581,1055208739,819198662,95548,3111.0,3.365535445763057,1874407401,62084668.0,3.425696034680814,-624.0,-2.108749281876243,-13020151.0,-1.2188540416651739,3735.0,5.9430990039143206,75104819.0,10.093460617439899
2019-12-01,23573,55334,868580552,685903924,78907,-16641.0,-17.41637710888768,1554484476,-319922925.0,-17.067950373505802,-5394.0,-18.62118962957848,-186628187.0,-17.68637617395623,-11247.0,-16.89220648533365,-133294738.0,-16.27135689828556
2020-01-01,24839,55489,920768845,695161427,80328,1421.0,1.8008541700989866,1615930272,61445796.0,3.952808596590973,1266.0,5.370551054172146,52188293.0,6.00845746313694,155.0,0.2801171070228037,9257503.0,1.349679259161074
2020-02-01,27704,57577,1045539743,727641906,85281,4953.0,6.165969524947723,1773181649,157251377.0,9.731321934168214,2865.0,11.534280768146864,124770898.0,13.550729770836245,2088.0,3.7629079637405694,32480479.0,4.6723649699855985
2020-03-01,22344,55032,802833375,660514435,77376,-7905.0,-9.269356597600876,1463347810,-309833839.0,-17.473327629728928,-5360.0,-19.347386658966215,-242706368.0,-23.213499976920538,-2545.0,-4.420167775326956,-67127471.0,-9.225344286314375
2020-04-01,23873,58963,853033479,734371921,82836,5460.0,7.056451612903225,1587405400,124057590.0,8.477655766608216,1529.0,6.843000358037954,50200104.0,6.252867103338855,3931.0,7.1431167320831435,73857486.0,11.181812551908887
2020-05-01,13700,29420,495796657,372792902,43120,-39716.0,-47.945337775846255,868589559,-718815841.0,-45.28243642109319,-10173.0,-42.612993758639476,-357236822.0,-41.87840580639157,-29543.0,-50.10430269830233,-361579019.0,-49.2364983818601
2020-06-01,14835,37572,518292774,403317249,52407,9287.0,21.537569573283854,921610023,53020464.0,6.104202318646568,1135.0,8.28467153284671,22496117.0,4.5373676248890105,8152.0,27.70904146838886,30524347.0,8.188017217130383
2020-07-01,23704,63395,821297823,699671992,87099,34692.0,66.19726372431163,1520969815,599359792.0,65.03399236577097,8869.0,59.78429389956186,303005049.0,58.4621403577585,25823.0,68.72937293729373,296354743.0,73.47931280767017
2020-08-01,26190,61905,995093228,746109876,88095,996.0,1.1435263321048383,1741203104,220233289.0,14.47979353883495,2486.0,10.48768140398244,173795405.0,21.16106972805163,-1490.0,-2.3503430869942443,46437884.0,6.637093456786536
2020-09-01,27372,59328,1033767509,696083170,86700,-1395.0,-1.5835177932913336,1729850679,-11352425.0,-0.6519874088163791,1182.0,4.51317296678122,38674281.0,3.886498260844351,-2577.0,-4.162830142960994,-50026706.0,-6.705005202209657
2020-10-01,27733,54035,1063945651,649440784,81768,-4932.0,-5.688581314878894,1713386435,-16464244.0,-0.9517725546992151,361.0,1.3188659944468828,30178142.0,2.9192387782812412,-5293.0,-8.92158845738943,-46642386.0,-6.700691527996572
2020-11-01,24777,49328,937336920,596988709,74105,-7663.0,-9.371636826142261,1534325629,-179060806.0,-10.450695905036744,-2956.0,-10.658781956513897,-126608731.0,-11.899924670118322,-4707.0,-8.711020634773758,-52452075.0,-8.076498472568982
2020-12-01,25187,46598,966657333,613844483,71785,-2320.0,-3.130692935699342,1580501816,46176187.0,3.0095428328402063,410.0,1.6547604633329271,29320413.0,3.1280548513975104,-2730.0,-5.534382095361656,16855774.0,2.8234661302446895
2021-01-01,28061,44427,1256023978,620534357,72488,703.0,0.9793132269972915,1876558335,296056519.0,18.73180505095984,2874.0,11.41064835033947,289366645.0,29.934769552924912,-2171.0,-4.65899824026782,6689874.0,1.0898320641907544
2021-02-01,21674,47934,834312337,622526750,69608,-2880.0,-3.9730714049221905,1456839087,-419719248.0,-22.366437545358796,-6387.0,-22.761127543565806,-421711641.0,-33.57512662071169,3507.0,7.893848335471665,1992393.0,0.32107698429983955
2021-03-01,20579,42306,797908033,556318165,62885,-6723.0,-9.658372600850473,1354226198,-102612889.0,-7.043529372300538,-1095.0,-5.052136200055369,-36404304.0,-4.363390349818119,-5628.0,-11.741144073100518,-66208585.0,-10.635460243274686
2021-04-01,34794,66410,1267127282,848644184,101204,38319.0,60.935040152659624,2115771466,761545268.0,56.234716853410035,14215.0,69.07527090723553,469219249.0,58.80618186482152,24104.0,56.975369923887875,292326019.0,52.546552924440284
2021-05-01,32730,63931,1213808079,863507284,96661,-4543.0,-4.488953005810048,2077315363,-38456103.0,-1.8175924771640761,-2064.0,-5.932057251250211,-53319203.0,-4.207880593955993,-2479.0,-3.732871555488626,14863100.0,1.751393608796592
2021-06-01,33788,60551,1295819889,842208559,94339,-2322.0,-2.4022097847115176,2138028448,60713085.0,2.922670581529796,1058.0,3.232508402077605,82011810.0,6.756571439824799,-3380.0,-5.286949992961166,-21298725.0,-2.4665368080438843
2021-07-01,28039,55978,1120989909,839454924,84017,-10322.0,-10.941392213188605,1960444833,-177583615.0,-8.305951923423615,-5749.0,-17.014916538416003,-174829980.0,-13.49184261517381,-4573.0,-7.552311274793144,-2753635.0,-0.3269540508196167
2021-08-01,25779,57859,1048930976,862659646,83638,-379.0,-0.45109918230834545,1911590622,-48854211.0,-2.491996213188008,-2260.0,-8.06020186169264,-72058933.0,-6.428151798822301,1881.0,3.360248669120014,23204722.0,2.7642606334869813
2021-09-01,23233,57280,994080847,855687944,80513,-3125.0,-3.7363399411750597,1849768791,-61821831.0,-3.234051804215221,-2546.0,-9.876255867178706,-54850129.0,-5.229145697380955,-579.0,-1.0007086192295067,-6971702.0,-0.808163686840635
2021-10-01,20975,54004,902795955,832349702,74979,-5534.0,-6.8734241675257435,1735145657,-114623134.0,-6.196619521190739,-2258.0,-9.718934274523306,-91284892.0,-9.182843857769251,-3276.0,-5.719273743016762,-23338242.0,-2.7274244265851233
2021-11-01,20843,52045,905018365,821046399,72888,-2091.0,-2.788780858640416,1726064764,-9080893.0,-0.5233504728185512,-132.0,-0.6293206197854562,2222410.0,0.2461696895839527,-1959.0,-3.627509073401969,-11303303.0,-1.3579992847765787
2021-12-01,20511,47276,909588132,844991836,67787,-5101.0,-6.998408517177035,1754579968,28515204.0,1.6520355779651386,-332.0,-1.5928609125365867,4569767.0,0.5049363832522857,-4769.0,-9.163224132961856,23945437.0,2.916453568174049
2022-01-01,22677,42812,1028505727,743190343,65489,-2298.0,-3.390030536828592,1771696070,17116102.0,0.9755099403939038,2166.0,10.560187216615468,118917595.0,13.073784806154443,-4464.0,-9.442423216854223,-101801493.0,-12.04763036314117
2022-02-01,19160,40497,847214025,694097721,59657,-5832.0,-8.905312342530802,1541311746,-230384324.0,-13.003603038979483,-3517.0,-15.509106142787843,-181291702.0,-17.62670807179667,-2315.0,-5.407362421750916,-49092622.0,-6.605659298778055
2022-03-01,21769,46442,938361276,809993384,68211,8554.0,14.338635868380912,1748354660,207042914.0,13.43290314482557,2609.0,13.616910229645086,91147251.0,10.758468145047528,5945.0,14.680099760476084,115895663.0,16.69731213539023
2022-04-01,26148,57453,1121118314,934785809,83601,15390.0,22.562343317060307,2055904123,307549463.0,17.590793792376203,4379.0,20.115760944462302,182757038.0,19.476191385374264,11011.0,23.709142586451915,124792425.0,15.406598061793542
2022-05-01,23756,51670,980797747,879511928,75426,-8175.0,-9.778591165177453,1860309675,-195594448.0,-9.513792292735236,-2392.0,-9.147927183723425,-140320567.0,-12.516124770039216,-5783.0,-10.065618853671698,-55273881.0,-5.912999584271605
2022-06-01,23162,51373,990610106,899660891,74535,-891.0,-1.18129027125925,1890270997,29961322.0,1.610555618918652,-594.0,-2.5004209462872518,9812359.0,1.0004467312464183,-297.0,-0.5748016257015709,20148963.0,2.2909254961235748
2022-07-01,22954,47829,1009601998,815244816,70783,-3752.0,-5.0338767022204305,1824846814,-65424183.0,-3.46110071539123,-208.0,-0.8980226232622401,18991892.0,1.917191424251441,-3544.0,-6.898565394273259,-84416075.0,-9.383099326032617
2022-08-01,22001,49295,975230778,832744192,71296,513.0,0.7247502931494898,1807974970,-16871844.0,-0.9245622082117433,-953.0,-4.151781824518608,-34371220.0,-3.4044326445558437,1466.0,3.0650860356687293,17499376.0,2.1465179117434507
2022-09-01,22594,49861,1040810389,827552546,72455,1159.0,1.6256171454219093,1868362935,60387965.0,3.3400885522214985,593.0,2.695332030362252,65579611.0,6.724522285329271,566.0,1.1481894715488439,-5191646.0,-0.6234382719057185
2022-10-01,22941,48298,1096319386,838767438,71239,-1216.0,-1.6782830722517406,1935086824,66723889.0,3.5712488055753555,347.0,1.5358059661857215,55508997.0,5.333247783328954,-1563.0,-3.134714506327596,11214892.0,1.3551879036814762
2022-11-01,22255,47325,1060091844,804805365,69580,-1659.0,-2.3287805836690545,1864897209,-70189615.0,-3.6272075304048523,-686.0,-2.9902794124057386,-36227542.0,-3.3044697067867057,-973.0,-2.014576172926419,-33962073.0,-4.049045237256809
2022-12-01,21117,43345,993531237,734729853,64462,-5118.0,-7.355561943087096,1728261090,-136636119.0,-7.326737277561124,-1138.0,-5.113457649966302,-66560607.0,-6.278758522360639,-3980.0,-8.40993132593767,-70075512.0,-8.707137781070829
2023-01-01,23025,40906,1120587035,718545405,63931,-531.0,-0.823741118798671,1839132440,110871350.0,6.415196791822697,1908.0,9.035374342946433,127055798.0,12.788304309751663,-2439.0,-5.62694659130234,-16184448.0,-2.2027753376178683
2023-02-01,21037,45543,992034915,762502754,66580,2649.0,4.143529743004182,1754537669,-84594771.0,-4.599710665752821,-1988.0,-8.634093376764385,-128552120.0,-11.471855017490896,4637.0,11.335745367427762,43957349.0,6.11754646179945
2023-03-01,20893,44320,960384917,712901541,65213,-1367.0,-2.0531691198558133,1673286458,-81251211.0,-4.6309185853108055,-144.0,-0.6845082473736719,-31649998.0,-3.190411700378515,-1223.0,-2.685374261686757,-49601213.0,-6.50505361978011
2023-04-01,28023,53557,1245687446,872419947,81580,16367.0,25.09775658227653,2118107393,444820935.0,26.583669094631503,7130.0,34.12626238453071,285302529.0,29.707102220140346,9237.0,20.841606498194952,159518406.0,22.375937885649776
2023-05-01,25918,48230,1136414635,775889223,74148,-7432.0,-9.110075999019362,1912303858,-205803535.0,-9.716388115170515,-2105.0,-7.511686828676445,-109272811.0,-8.77208896588655,-5327.0,-9.946412233694947,-96530724.0,-11.0647084964003
2023-06-01,28372,51416,1234582275,855515371,79788,5640.0,7.606408804013598,2090097646,177793788.0,9.297360733557646,2454.0,9.468323173084347,98167640.0,8.638364640560958,3186.0,6.605846983205477,79626148.0,10.262566567444132
2023-07-01,27001,50613,1214340987,814275863,77614,-2174.0,-2.724720509349776,2028616850,-61480796.0,-2.941527450531367,-1371.0,-4.832228958127727,-20241288.0,-1.6395252394175164,-803.0,-1.5617706550490107,-41239508.0,-4.820428644291419
2023-08-01,26360,49502,1196918451,887723892,75862,-1752.0,-2.2573247094596294,2084642343,56025493.0,2.7617582393639317,-641.0,-2.3739861486611558,-17422536.0,-1.4347317752192446,-1111.0,-2.1950882184418985,73448029.0,9.020042511072202
2023-09-01,25876,52725,1222581892,908454060,78601,2739.0,3.610503282275701,2131035952,46393609.0,2.2254948987189493,-484.0,-1.836115326251897,25663441.0,2.144126108053457,3223.0,6.5108480465435825,20730168.0,2.3352044691842044
2023-10-01,23892,45386,1134437699,744676584,69278,-9323.0,-11.861172249716923,1879114283,-251921669.0,-11.821558841537549,-1984.0,-7.6673365280568895,-88144193.0,-7.209675979725705,-7339.0,-13.919393077287811,-163777476.0,-18.028151693218252
2023-11-01,23775,45473,1122680147,740582533,69248,-30.0,-0.04330379052512878,1863262680,-15851603.0,-0.8435677991171953,-117.0,-0.4897036664992416,-11757552.0,-1.0364211283144242,87.0,0.19168906711319877,-4094051.0,-0.5497757131033953
